,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
59739,tt1790886,The Campaign,The Campaign,2012,2012-09-28,Comedy,85,USA,English,Jay Roach,"Chris Henchy, Shawn Harwell",Warner Bros.,"Will Ferrell, Zach Galifianakis, Jason Sudeikis, Dylan McDermott, Katherine LaNasa, Sarah Baker, John Lithgow, Dan Aykroyd, Brian Cox, Karen Maruyama, Grant Goodman, Kya Haywood, Randall D. Cunningham, Madison Wolfe, Thomas Middleditch",An incumbent Representative embroiled in personal scandal faces a no-holds-barred challenge from a naive newcomer funded by two unscrupulous billionaire lobbyist brothers.,6.1,120252,95000000.0,86907746.0,104907746.0,50.0,181.0,259.0
59747,tt1791682,While We're Young,While We're Young,2014,2015-04-03,"Comedy, Drama, Mystery",97,USA,English,Noah Baumbach,"Noah Baumbach, Henrik Ibsen",IAC Films,"Naomi Watts, Ben Stiller, Maria Dizzia, Adam Horovitz, Matthew Maher, Peter Yarrow, Bonnie Kaufman, Hector Otero, Deborah Eisenberg, Adam Driver, Amanda Seyfried, Dree Hemingway, Matthew Shear, Annie Baker, Quincy Tyler Bernstine",A middle-aged couple's career and marriage are overturned when a disarming young couple enters their lives.,6.3,42341,10000000.0,7587485.0,21075757.0,77.0,117.0,281.0
59770,tt1794943,Sal,Sal,2011,2013-11-01,"Biography, Drama",103,USA,English,James Franco,"James Franco, Vince Jolivette",RabbitBandini Productions,"Val Lauren, Jim Parrack, James Franco, Vince Jolivette, Trevor Neuhoff, Stacey Miller, Brian Goodman, Raymond T. Williams, Boyd Smith, Jacquelyn Deme, Jason Fox, Brian Lally, Cristian Olave, Jocelyn Ayanna, Felicity Bryant",The last day in the life of the actor,4.7,364,7000000.0,6883.0,6883.0,41.0,8.0,22.0
59788,tt1797487,Savannah,Savannah,2013,2014-04-25,"Drama, Family, History",101,USA,English,Annette Haywood-Carter,"Ken Carter, Annette Haywood-Carter",Unclaimed Freight Productions,"Jim Caviezel, Chiwetel Ejiofor, Jaimie Alexander, Bradley Whitford, Sam Shepard, Tracey Walter, Jack McBrayer, Hal Holbrook, Simone Griffeth, George Whitford, Doug Nemeth, Billy Hester, Richard Seng, Solon Carter, Daniel Jones",Drama about the friendship between an Oxford-educated Southerner and a former black slave in turn-of-the-century Savannah.,5.8,1356,5000000.0,37240.0,37240.0,25.0,12.0,13.0
59800,tt1798243,Rudderless,Rudderless,2014,2015-02-21,"Comedy, Drama, Music",105,USA,English,William H. Macy,"Casey Twenter, Jeff Robison",Unified Pictures,"Miles Heizer, Aly Lovelace, Billy Crudup, Casey Twenter, David A. Flannery, Eric Starkey, Kenneisha Thompson, Ali Meyer, Lance West, Kevin Ogle, Linda Cavanaugh, Jennifer Savidge, Jamie Chung, Felicity Huffman, Phil Deberry","A grieving father in a downward spiral stumbles across a box of his recently deceased son's demo tapes and lyrics. Shocked by the discovery of this unknown talent, he forms a band in the hope of finding some catharsis.",7.5,16634,5000000.0,58293.0,546149.0,52.0,78.0,49.0
59802,tt1798291,This Is Martin Bonner,This Is Martin Bonner,2013,2013-01-20,Drama,83,USA,English,Chad Hartigan,"Tara Everhart, Chad Hartigan",600 West Productions,"Paul Eenhoorn, Demetrius Grosse, Tom Plunkett, Christy Lighthouse, Jef Derderian, Kristin Slaysman, Andrew Scott Duncan, Jeff Pilliod, Connie Pilliod, Richmond Arquette, Melanie Payne, Robert Longstreet, Tom Baughman, Jan Haley, Moira Price","Martin Bonner has just moved to Nevada from the East Coast, leaving behind his two adult children and a life he spent more than two decades building.",6.5,850,42000.0,13888.0,13888.0,71.0,8.0,35.0
59803,tt1798603,Bad Santa 2,Bad Santa 2,2016,2016-11-23,"Comedy, Crime, Drama",92,USA,English,Mark Waters,"Johnny Rosenthal, Shauna Cross",Broad Green Pictures,"Billy Bob Thornton, Kathy Bates, Tony Cox, Christina Hendricks, Brett Kelly, Ryan Hansen, Jenny Zigrino, Jeff Skowron, Cristina Rosato, Mike Starr, Octavia Spencer, Ranee Lee, Selah Victor, Lombardo Boyar, Dean Hagopian","Fueled by cheap whiskey, greed and hatred, Willie teams up once again with his angry little sidekick, Marcus, to knock off a Chicago charity on Christmas Eve.",5.6,20577,26000000.0,17782178.0,24079268.0,38.0,103.0,139.0
59806,tt1798709,Her,Her,2013,2014-02-14,"Drama, Romance, Sci-Fi",126,USA,English,Spike Jonze,Spike Jonze,Annapurna Pictures,"Joaquin Phoenix, Lynn Adrianna, Lisa Renee Pitts, Gabe Gomez, Chris Pratt, Artt Butler, May Lindstrom, Rooney Mara, Bill Hader, Kristen Wiig, Brian Johnson, Scarlett Johansson, Amy Adams, Matt Letscher, Spike Jonze","In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need.",8.0,487492,23000000.0,25568251.0,47351251.0,90.0,957.0,600.0
59816,tt1800246,That Awkward Moment,That Awkward Moment,2014,2014-01-29,"Comedy, Romance",94,USA,English,Tom Gormican,Tom Gormican,Treehouse Pictures,"Zac Efron, Miles Teller, Michael B. Jordan, Imogen Poots, Mackenzie Davis, Jessica Lucas, Addison Timlin, Josh Pais, Evelina Turen, Karen Ludwig, Tina Benko, Joseph Adams, Lola Glaudini, John Rothman, Barbara Garrick","Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?""",6.1,93692,8000000.0,26068955.0,40468955.0,36.0,120.0,163.0
59828,tt1800741,Step Up Revolution,Step Up Revolution,2012,2012-08-10,"Drama, Music, Romance",99,USA,English,Scott Speer,"Amanda Brody, Duane Adler",Offspring Entertainment,"Cleopatra Coleman, Ryan Guzman, Misha Gabriel Hamilton, Michael 'Xeno' Langebeck, Stephen Boss, Claudio Pinto, Nicole Dabeau, Chris Charles Herbert, Katie Peterson, Alejandro Posada, Marc Macaulay, Tommy Dewey, Kathryn McCormick, Mario Ernesto Sánchez, Sabina V. Gomez","Emily arrives in Miami with aspirations to become a professional dancer. She sparks with Sean, the leader of a dance crew whose neighborhood is threatened by Emily's father's development plans.",6.4,51894,33000000.0,35074677.0,140470746.0,43.0,79.0,122.0
59867,tt1807944,As I Lay Dying,As I Lay Dying,2013,2013-10-22,Drama,110,USA,English,James Franco,"William Faulkner, James Franco",Picture Entertainment,"James Franco, Tim Blake Nelson, Jim Parrack, Ahna O'Reilly, Logan Marshall-Green, Brady Permenter, Danny McBride, Beth Grant, Brian Lally, Jennifer Kristen Howell, Natalie Minton, Anna Kooris, Steve Nabors, John Still, Susan McMillin",Based on the classic novel by,5.4,3636,5000000.0,16697.0,71759.0,50.0,34.0,53.0
59932,tt1814621,Admission,Admission,2013,2013-06-14,"Comedy, Drama, Romance",107,USA,English,Paul Weitz,"Karen Croner, Jean Hanff Korelitz",Focus Features,"Tina Fey, Ann Harada, Ben Levin, Dan Levy, Maggie Keenan-Bolger, Gloria Reuben, Paul Rudd, Wallace Shawn, Elaine Kussack, Christopher Evan Welch, Michael Genadry, Juliet Brett, John Brodsky, Camille Branton, Sarita Choudhury",A Princeton admissions officer who is up for a major promotion takes a professional risk after she meets a college-bound alternative school kid who just might be the son she gave up years ago in a secret adoption.,5.7,32179,13000000.0,18007317.0,18637201.0,48.0,96.0,152.0
59966,tt1815862,After Earth,After Earth,2013,2013-06-07,"Action, Adventure, Drama",100,USA,English,M. Night Shyamalan,"Gary Whitta, M. Night Shyamalan",Columbia Pictures,"Jaden Smith, Will Smith, Sophie Okonedo, Zoë Kravitz, Glenn Morshower, Kristofer Hivju, Sacha Dhawan, Chris Geere, Diego Klattenhoff, David Denman, Lincoln Lewis, Jaden Martin, Sincere L. Bobb, Monika Jolly","A crash landing leaves Kitai Raige and his father Cypher stranded on Earth, a millennium after events forced humanity's escape. With Cypher injured, Kitai must embark on a perilous journey to signal for help.",4.8,184541,130000000.0,60522097.0,243611982.0,33.0,821.0,365.0
60054,tt1823664,Annie,Annie,2014,2014-12-20,"Comedy, Drama, Family",118,USA,English,Will Gluck,"Will Gluck, Aline Brosh McKenna",Marcy Media,"Jamie Foxx, Quvenzhané Wallis, Rose Byrne, Bobby Cannavale, Adewale Akinnuoye-Agbaje, David Zayas, Cameron Diaz, Zoe Margaret Colletti, Nicolette Pierini, Eden Duncan-Smith, Amanda Troya, Dorian Missick, Tracie Thoms, Mike Birbiglia, Stephanie Kurtzuba","A foster kid, who lives with her mean foster mom, sees her life change when business tycoon and New York City mayoral candidate Will Stacks makes a thinly-veiled campaign move and takes her in.",5.3,31954,65000000.0,85911262.0,133821816.0,33.0,254.0,180.0
60069,tt1825784,3 Geezers!,3 Geezers!,2013,2013-05-22,Comedy,81,USA,English,Michelle Schumacher,"Randle Schumacher, Eric Radzan",Rubber Tree Productions,"J.K. Simmons, Tim Allen, Scott Caan, Basil Hoffman, Kevin Pollak, Randy Couture, Sam Raimi, Lou Beatty Jr., Breckin Meyer, Mike O'Malley, Beverly Polcyn, Tony Cummings, Pamela Dunlap, Fernanda Romero, Robin Bain","Follow actor J Kimball as he researches what it's like to be old for a role in an upcoming movie. When he meets the residents at The Coconuts convalescent home, he quickly discovers that ...",3.3,662,1000000.0,4175.0,4175.0,9.0,9.0,3.0
60079,tt1826590,About Last Night,About Last Night,2014,2014-03-21,"Comedy, Romance",100,USA,English,Steve Pink,"Leslye Headland, Tim Kazurinsky",Screen Gems,"Kevin Hart, Michael Ealy, Regina Hall, Joy Bryant, Christopher McDonald, Adam Rodriguez, Joe Lo Truglio, Paula Patton, Terrell Owens, Catherine Shu, David Greenman, Bryan Callen, Paul Quinn, Hailey Boyle, Selita Ebanks",Follow two couples as they journey from the bar to the bedroom and are eventually put to the test in the real world.,6.1,21474,12500000.0,48637684.0,49002684.0,62.0,45.0,91.0
60209,tt1837709,Winter's Tale,Winter's Tale,2014,2014-02-21,"Drama, Fantasy, Mystery",118,USA,English,Akiva Goldsman,"Akiva Goldsman, Mark Helprin",Village Roadshow Pictures,"Colin Farrell, Matt Bomer, Lucy Griffiths, Michael Crane, Brian Hutchison, Kevin Corrigan, Alan Doyle, Russell Crowe, Jessica Brown Findlay, Jon Patrick Walker, David O'Brien Hart, William Hurt, Maurice Jones, Mckayla Twiggs, Matthew R. Staley","A burglar falls for an heiress as she dies in his arms. When he learns that he has the gift of reincarnation, he sets out to save her.",6.2,49744,60000000.0,12600231.0,30800231.0,31.0,152.0,191.0
60213,tt1838520,The Truth About Emanuel,The Truth About Emanuel,2013,2014-01-10,"Drama, Thriller",95,USA,English,Francesca Gregorini,"Francesca Gregorini, Sarah Thorp",MRB Productions,"Kaya Scodelario, Jessica Biel, Frances O'Connor, Aneurin Barnard, Sam Jaeger, Jimmi Simpson, Alfred Molina, Gabriela Dias, Spencer Garrett, Wolf Fleetwood-Ross, Russell Steinberg, Anne Ramsay, Jonathan Schmock, Wil Philip, Charlie Baver","A troubled girl becomes preoccupied with her mysterious new neighbor, who bears a striking resemblance to her dead mother.",6.0,8206,1300000.0,4404.0,4404.0,41.0,29.0,55.0
60233,tt1839642,The Face of Love,The Face of Love,2013,2013-10-25,"Drama, Mystery, Romance",92,USA,English,Arie Posin,"Matthew McDuffie, Arie Posin",Mockingbird Pictures,"Annette Bening, Ed Harris, Robin Williams, Jess Weixler, Linda Park, Jeffrey Vincent Parise, Horacio Cerutti, Amy Brenneman, Clyde Kusatsu, Eli Vargas, Miguel Pérez",A widow falls for a guy who bears a striking resemblance to her late husband.,6.2,4842,4000000.0,350006.0,1806548.0,51.0,32.0,61.0
60295,tt1845849,Price Check,Price Check,2012,2014-04-01,"Comedy, Drama",92,USA,English,Michael Walker,Michael Walker,Dolly Hall Productions,"Eric Mabius, Matt Servitto, Annie Parisse, Finn Donoghue, Victor Cruz, Amy Schumer, Josh Pais, Parker Posey, Brian Berrebbi, Xosha Roquemore, Samrat Chakrabarti, Matt Walker, Mylinda Hull, Marceline Hugot, Remy Auberjonois","Peter, a family man who works for a failing supermarket chain finds his life shaken up by his new boss, Susan, who starts to groom him for an executive position. Money and opportunities are within his grasp, but at what price?",5.4,2092,2000000.0,7413.0,7413.0,67.0,16.0,30.0
60349,tt1850457,Sisters,Sisters,2015,2015-12-12,Comedy,118,USA,English,Jason Moore,Paula Pell,Little Stranger,"Amy Poehler, Tina Fey, Maya Rudolph, Ike Barinholtz, James Brolin, Dianne Wiest, John Cena, John Leguizamo, Bobby Moynihan, Greta Lee, Madison Davenport, Rachel Dratch, Santino Fontana, Britt Lower, Samantha Bee",Two sisters decide to throw one last house party before their parents sell their family home.,6.0,60087,30000000.0,87044645.0,105011053.0,58.0,173.0,174.0
60386,tt1854564,Percy Jackson: Sea of Monsters,Percy Jackson: Sea of Monsters,2013,2013-08-07,"Adventure, Family, Fantasy",106,USA,English,Thor Freudenthal,"Marc Guggenheim, Rick Riordan",Fox 2000 Pictures,"Logan Lerman, Alexandra Daddario, Douglas Smith, Leven Rambin, Brandon T. Jackson, Jake Abel, Anthony Head, Stanley Tucci, Connor Dunn, Paloma Kwiatkowski, Nathan Fillion, Alisha Newton, Bjorn Yearwood, Samuel Braun, Katelyn Mager","In order to restore their dying safe haven, the son of Poseidon and his friends embark on a quest to the Sea of Monsters, to find the mythical Golden Fleece, all the while trying to stop an ancient evil from rising.",5.8,104289,90000000.0,68559554.0,199850315.0,39.0,220.0,188.0
60400,tt1855401,Tim and Eric's Billion Dollar Movie,Tim and Eric's Billion Dollar Movie,2012,2012-01-27,Comedy,93,USA,English,"Tim Heidecker, Eric Wareheim","Tim Heidecker, Eric Wareheim",2929 Productions,"Bill A. Jones, Jeff Goldblum, Bob Odenkirk, Frank Slaten, Bob Ross, Ronnie Rodriguez, Nancy Stelle, Jean-Michel Richaud, Marilyn Porayko, Erica Durance, Tim Heidecker, Eric Wareheim, Robert Loggia, William Atherton, Michael Gross","Two guys get a billion dollars to make a movie, only to watch their dream run off course. In order to make the money back, they then attempt to revitalize a failing shopping mall.",5.4,9132,3000000.0,201436.0,223580.0,40.0,78.0,83.0
60440,tt1860213,Dirty Grandpa,Dirty Grandpa,2016,2016-01-25,Comedy,102,USA,English,Dan Mazer,John Phillips,Lionsgate,"Robert De Niro, Zac Efron, Zoey Deutch, Aubrey Plaza, Jason Mantzoukas, Dermot Mulroney, Julianne Hough, Jeffrey Bowyer-Chapman, Brandon Mychal Smith, Jake Picking, Michael Hudson, Adam Pally, Mo Collins, Henry Zebrowski, Danny Glover","Right before his wedding, an uptight guy is tricked into driving his grandfather, a lecherous former Army Lieutenant Colonel, to Florida for Spring Break.",5.9,104880,25000000.0,35593113.0,94073028.0,21.0,263.0,186.0
60447,tt1860353,Turbo,Turbo,2013,2013-10-18,"Animation, Adventure, Comedy",96,USA,English,David Soren,"Darren Lemke, Robert Siegel",DreamWorks Animation,"Ryan Reynolds, Paul Giamatti, Michael Peña, Samuel L. Jackson, Luis Guzmán, Bill Hader, Snoop Dogg, Maya Rudolph, Ben Schwartz, Richard Jenkins, Ken Jeong, Michelle Rodriguez, Mario Andretti, Mike Bell, Aidan Andrews",A freak accident might just help an everyday garden snail achieve his biggest dream: winning the Indy 500.,6.4,76852,135000000.0,83028128.0,282570682.0,58.0,102.0,167.0
60462,tt1862079,Safety Not Guaranteed,Safety Not Guaranteed,2012,2012-10-18,"Comedy, Drama, Romance",86,USA,English,Colin Trevorrow,Derek Connolly,FilmDistrict,"Aubrey Plaza, Lauren Carlos, Basil Harris, Mary Lynn Rajskub, Jake Johnson, Karan Soni, David Leo Schultz, Jeff Garlin, Mark Duplass, William Hall Jr., Alice Hung, Hassan Cristos Messiah, Keli Schurman-Darby, Jenica Bergere, Lynn Shelton",Three magazine employees head out on an assignment to interview a guy who placed a classified advertisement seeking a companion for time travel.,7.0,113348,750000.0,4010957.0,4424699.0,72.0,290.0,276.0
60499,tt1866249,The Sessions,The Sessions,2012,2013-01-18,"Biography, Comedy, Drama",95,USA,English,Ben Lewin,"Ben Lewin, Mark O'Brien",Fox Searchlight Pictures,"John Hawkes, Helen Hunt, William H. Macy, Moon Bloodgood, Annika Marks, Adam Arkin, Rhea Perlman, W. Earl Brown, Robin Weigert, Blake Lindsley, Ming Lo, Rusty Schwimmer, Jennifer Kumiyama, Tobias Forrest, Jarrod Bailey",A man in an iron lung who wishes to lose his virginity contacts a professional sex surrogate with the help of his therapist and priest.,7.2,40171,1000000.0,6002451.0,9138338.0,79.0,141.0,342.0
60522,tt1869425,Filly Brown,Filly Brown,2012,2013-04-19,"Drama, Music",80,USA,English,"Youssef Delara, Michael D. Olmos",Youssef Delara,Cima Productions,"Gina Rodriguez, Khool-Aid Rios, Jenni Rivera, Lou Diamond Phillips, Lala Romero, Jorge Diaz, Edward James Olmos, Emilio Rivera, Noel Gugliemi, Francine Hinostrow, Albert F. Herrera, Resmine Atis, Cuete Yeska, Daniel Edward Mora, Michelle Milan",A promising hip-hop rhymer from Los Angeles finds herself in a gray area when a record producer offers her a compromising shot at stardom.,5.7,1017,2000000.0,2850357.0,2940411.0,57.0,10.0,16.0
60552,tt1872181,The Amazing Spider-Man 2,The Amazing Spider-Man 2,2014,2014-04-16,"Action, Adventure, Sci-Fi",142,USA,English,Marc Webb,"Alex Kurtzman, Roberto Orci",Marvel Enterprises,"Andrew Garfield, Emma Stone, Jamie Foxx, Dane DeHaan, Colm Feore, Felicity Jones, Paul Giamatti, Sally Field, Embeth Davidtz, Campbell Scott, Marton Csokas, Louis Cancelmi, Max Charles, B.J. Novak, Sarah Gadon","When New York is put under siege by Oscorp, it is up to Spider-Man to save the city he swore to protect as well as his loved ones.",6.6,396719,200000000.0,202853933.0,708982323.0,53.0,1160.0,531.0
60553,tt1872194,The Judge,The Judge,2014,2014-10-17,"Crime, Drama",141,USA,English,David Dobkin,"Nick Schenk, Bill Dubuque",Warner Bros.,"Robert Downey Jr., Robert Duvall, Vera Farmiga, Billy Bob Thornton, Vincent D'Onofrio, Jeremy Strong, Dax Shepard, Leighton Meester, Ken Howard, Emma Tremblay, Balthazar Getty, David Krumholtz, Grace Zabriskie, Denis O'Hare, Sarah Lancaster","Big-city lawyer Hank Palmer returns to his childhood home where his father, the town's judge, is suspected of murder. Hank sets out to discover the truth and, along the way, reconnects with his estranged family.",7.4,166409,50000000.0,47119388.0,84419388.0,48.0,324.0,286.0
60555,tt1872818,Liberal Arts,Liberal Arts,2012,2012-10-05,"Comedy, Drama, Romance",97,USA,English,Josh Radnor,Josh Radnor,BCDF Pictures,"Josh Radnor, Elizabeth Olsen, Richard Jenkins, Allison Janney, Elizabeth Reaser, John Magaro, Kate Burton, Robert Desiderio, Zac Efron, Kristen Bush, Ali Ahn, Ned Daunis, Gregg Edelman","When 30-something Jesse returns to his alma mater for a professor's retirement party, he falls for Zibby, a college student, and is faced with a powerful attraction that springs up between them.",6.7,34528,2000000.0,327345.0,1150681.0,55.0,86.0,156.0
60564,tt1874633,Musical Chairs,Musical Chairs,2011,2011-09-24,"Drama, Romance",102,USA,English,Susan Seidelman,Marty Madden,Active Fox Productions,"Leah Pipes, E.J. Bonilla, Priscilla Lopez, Jaime Tirelli, Laverne Cox, Nelson Landrieu, Angelic Zambrana, Morgan Spector, Philip Willingham, Auti Angel, Jerome Preston Bates, Joey Dedio, Dominic Colón, Joseph Basile, Tommy Bayiokos","When, Mia, a dance teacher, lands in the hospital after an accident, Armando, a would-be dancer who admires her from afar, persuades her to train for an upcoming wheelchair ballroom dancing contest.",4.7,265,2500000.0,31478.0,31478.0,46.0,13.0,23.0
60573,tt1876330,Hello Herman,Hello Herman,2012,2013-06-07,Drama,90,USA,English,Michelle Danner,John Buffalo Mailer,All in Films,"Norman Reedus, Garrett Backstrom, Martha Higareda, Rob Estes, Sabrina Debler, Andy McPhee, Olivia Faye, Jake White, Alex Neuberger, Lindsay Bushman, Priscilla Herman, Samantha Herman, Arielle Sitrick, Jordan White, Alec George","A journalist interviews a sixteen year old boy, who is in police custody after he shot and killed 42 people at his high school.",5.8,1250,1500000.0,8437.0,8437.0,27.0,77.0,15.0
60578,tt1876451,Sparkle,Sparkle,2012,2012-10-05,"Drama, Music",116,USA,English,Salim Akil,"Mara Brock Akil, Joel Schumacher",Akil Production Company,"Jordin Sparks Thomas, Whitney Houston, Derek Luke, Mike Epps, Carmen Ejogo, Tika Sumpter, Omari Hardwick, CeeLo Green, Curtis Armstrong, Terrence Jenkins, Tamela J. Mann, Michael Beach, Brely Evans, Linda Boston, Sidi Henderson","In the 1960s, three sisters form a girl group and soon become local sensations with major label interest, but fame becomes a challenge as the close-knit family begins to fall apart.",5.7,5695,14000000.0,24397469.0,24637469.0,54.0,49.0,80.0
60592,tt1878841,The Darkness,The Darkness,2016,2016-05-13,"Horror, Thriller",92,USA,English,Greg McLean,"Greg McLean, Shayne Armstrong",Blumhouse Productions,"Kevin Bacon, Radha Mitchell, David Mazouz, Lucy Fry, Matt Walsh, Jennifer Morrison, Parker Mack, Paul Reiser, Ming-Na Wen, Trian Long Smith, Tara Lynne Barr, Krista Marie Yu, Christopher Darga, Judith McConnell, Ilza Ponko","A family unknowingly awakens an ancient supernatural entity on a Grand Canyon vacation, and must fight for survival when it follows them home.",4.4,12774,4000000.0,10753574.0,10898293.0,27.0,113.0,78.0
60640,tt1885300,Best Man Down,Best Man Down,2012,2013-10-03,"Comedy, Drama",89,USA,English,Ted Koland,Ted Koland,KODA Entertainment,"Justin Long, Jess Weixler, Tyler Labine, Addison Timlin, Shelley Long, Frances O'Connor, Evan Jones, Michael Landes, Peter Syvertsen, James Michael Detmar, Jane Hammill, Claudia Wilkens, Sasha Andreev, Sara Marsh, Corey Anderson","A newlywed couple cancels their honeymoon and returns to the snowy Midwest to make the funeral arrangements for their best man, who died unexpectedly after their ceremony.",6.4,8864,1500000.0,1938.0,1938.0,36.0,32.0,21.0
60720,tt1895587,Spotlight,Spotlight,2015,2016-01-29,"Biography, Crime, Drama",129,USA,English,Tom McCarthy,"Josh Singer, Tom McCarthy",Participant,"Mark Ruffalo, Michael Keaton, Rachel McAdams, Liev Schreiber, John Slattery, Brian d'Arcy James, Stanley Tucci, Elena Wohl, Gene Amoroso, Doug Murray, Sharon McFarlane, Jamey Sheridan, Neal Huff, Billy Crudup, Robert B. Kennedy","The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.",8.1,378269,20000000.0,45055776.0,98275238.0,93.0,552.0,518.0
60756,tt1904996,Parker,Parker,2013,2013-03-08,"Action, Crime, Thriller",118,USA,English,Taylor Hackford,"John J. McLaughlin, Donald E. Westlake",Incentive Filmed Entertainment,"Jason Statham, Jennifer Lopez, Michael Chiklis, Wendell Pierce, Clifton Collins Jr., Bobby Cannavale, Patti LuPone, Carlos Carrasco, Micah Hauptman, Emma Booth, Nick Nolte, Daniel Bernhardt, Billy Slaughter, Jon Eyez, Carl J. Walker","A thief with a unique code of professional ethics is double-crossed by his crew and left for dead. Assuming a new disguise and forming an unlikely alliance with a woman on the inside, he looks to hijack the score of the crew's latest heist.",6.2,107372,35000000.0,17616641.0,46216641.0,42.0,161.0,228.0
60782,tt1907707,LUV,LUV,2012,2015-09-01,"Crime, Drama",94,USA,English,Sheldon Candis,"Sheldon Candis, Justin Wilson",LUV Films 5,"Michael Rainey Jr., Tracey Heggins, Common, Lonette McKee, Grover Coulson, Charles S. Dutton, Joseph 'Joey Boy' Soremekun, Clark Johnson, Malcolm C. Berman, Robin Frisby, Danny Glover, Dennis Haysbert, Cyrus Jones, Michael Finley, Brandon Jennings",An 11-year-old boy gets a crash course in what it means to be a man when he spends a day with the ex-convict uncle he idolizes.,6.0,1989,3000000.0,156996.0,156996.0,52.0,14.0,42.0
60799,tt1911644,The Call,The Call,2013,2013-09-20,"Crime, Drama, Horror",94,USA,English,Brad Anderson,"Richard D'Ovidio, Richard D'Ovidio",TriStar Pictures,"Halle Berry, Abigail Breslin, Morris Chestnut, Michael Eklund, David Otunga, Michael Imperioli, Justina Machado, José Zúñiga, Roma Maffia, Evie Thompson, Denise Dowse, Ella Rae Peck, Jenna Lamia, Ross Gallo, Tara Platt","When a veteran 911 operator takes a life-altering call from a teenage girl who has just been abducted, she realizes that she must confront a killer from her past in order to save the girl's life.",6.7,105790,13000000.0,51872378.0,68572378.0,51.0,301.0,287.0
60812,tt1915581,Magic Mike,Magic Mike,2012,2012-07-11,"Comedy, Drama",110,USA,English,Steven Soderbergh,Reid Carolin,Iron Horse Entertainment (II),"Matthew McConaughey, Channing Tatum, Olivia Munn, Alex Pettyfer, James Martin Kelly, Cody Horn, Reid Carolin, Avery Camp, George A. Sack, Micaela Johnson, Denise Vasi, Camryn Grimes, Kate Easton, Asher Wallis, Joe Manganiello","A male stripper teaches a younger performer how to party, pick up women, and make easy money.",6.1,125645,7000000.0,113721571.0,167221571.0,72.0,297.0,331.0
60820,tt1918727,California Solo,California Solo,2012,2012-01-25,Drama,94,USA,English,Marshall Lewy,Marshall Lewy,Cherry Sky Films,"Robert Carlyle, Danny Masterson, Kathleen Wilhoite, A Martinez, Michael Des Barres, William Russ, Anna Khaja, Brad Greenquist, Patrick Gallagher, Niko Nicotera, Ella Joyce, Hal Landon Jr., Alexia Rasmussen, Ping Wu, S. Scott McCracken",A former Britpop rocker who now works on a farm gets caught driving drunk and faces deportation after living in Los Angeles for many years. His efforts to stay in the U.S. force him to confront the past and current demons in his life.,6.2,969,200000.0,15433.0,15433.0,62.0,13.0,37.0
60839,tt1920849,Bachelorette,Bachelorette,2012,2013-08-16,"Comedy, Romance",87,USA,English,Leslye Headland,"Leslye Headland, Leslye Headland",Gary Sanchez Productions,"Kirsten Dunst, Rebel Wilson, Lizzy Caplan, Paul Corning, Isla Fisher, Andrew Rannells, Anna Rose Hopkins, Sue Jean Kim, Horatio Sanz, Hayes MacArthur, Kyle Bornheimer, James Marsden, Ann Dowd, Adam Scott, Ella Rae Peck",Three friends are asked to be bridesmaids at a wedding of a woman they used to ridicule back in high school.,5.3,43737,3000000.0,447954.0,11947954.0,53.0,163.0,159.0
60872,tt1922685,Phantom,Phantom,2013,2013-03-01,"Drama, History, Thriller",98,USA,English,Todd Robinson,Todd Robinson,RCR Media Group,"Ed Harris, David Duchovny, William Fichtner, Lance Henriksen, Johnathon Schaech, Jason Beghe, Dagmara Dominczyk, Derek Magyar, Sean Patrick Flanery, Jason Gray-Stanford, Julian Adams, Kip Pardue, Jordan Bridges, Jacob Witkin, Matt Bushell","The haunted Captain of a Soviet submarine holds the fate of the world in his hands. Forced to leave his family behind, he is charged with leading a covert mission cloaked in mystery.",5.9,12966,18000000.0,1034589.0,1197759.0,40.0,79.0,82.0
60925,tt1929263,Heaven Is for Real,Heaven Is for Real,2014,2014-06-13,"Biography, Drama, Family",99,USA,English,Randall Wallace,"Randall Wallace, Chris Parker",TriStar Pictures,"Greg Kinnear, Kelly Reilly, Thomas Haden Church, Connor Corum, Lane Styles, Margo Martindale, Jacob Vargas, Thanya Romero, Danso Gordon, Rob Moran, Nancy Sorel, Darcy Fehr, Vivian Winther, Pete Hudson, Ursula Clark","A small-town father must find the courage and conviction to share his son's extraordinary, life-changing experience with the world.",5.8,24637,12000000.0,91443253.0,101332962.0,47.0,174.0,88.0
60945,tt1931466,Knife Fight,Knife Fight,2012,2013-01-28,Drama,100,USA,English,Bill Guttentag,"Bill Guttentag, Chris Lehane",Divisadero Pictures,"Rob Lowe, Julie Bowen, Saffron Burrows, Jamie Chung, David Harbour, Eric McCormack, Jennifer Morrison, Carrie-Anne Moss, Richard Schiff, Amanda Crew, Michelle Krusiec, Chris Mulkey, Davey Havok, Eddie George, Brooke Newton",A political strategist juggling three clients questions whether or not to take the high road as the ugly side of his work begins to haunt him.,5.1,1287,7000000.0,5661.0,5661.0,34.0,12.0,35.0
