,imdb_title_id,title,original_title,year,date_published,genre,duration,country,language,director,writer,production_company,actors,description,avg_vote,votes,budget,usa_gross_income,worldwide_gross_income,metascore,reviews_from_users,reviews_from_critics
21963,tt0091445,Lucas,Lucas,1986,1986-03-28,"Comedy, Drama, Romance",100,USA,English,David Seltzer,David Seltzer,Twentieth Century Fox,"Corey Haim, Kerri Green, Charlie Sheen, Courtney Thorne-Smith, Winona Ryder, Tom Hodges, Ciro Poppiti, Guy Boyd, Jeremy Piven, Kevin Wixted, Emily Seltzer, Erika Leigh, Annie Ryan, Jason Alderman, Tom Mackie","A socially inept fourteen-year-old experiences heartbreak for the first time when his two best friends - Cappie, an older-brother figure, and Maggie, the new girl with whom he is in love - fall for each other.",6.9,13725,6000000.0,8200000.0,8200000.0,75.0,65.0,22.0
21974,tt0091472,The Manhattan Project,The Manhattan Project,1986,1986-06-13,"Sci-Fi, Thriller",117,USA,English,Marshall Brickman,"Marshall Brickman, Thomas Baum",Gladden Entertainment,"John Lithgow, Richard Council, Robert Schenkkan, Paul Austin, Adrian Sparks, Curt Dempster, Bran Ferren, Christopher Collet, Jill Eikenberry, Cynthia Nixon, Gregg Edelman, Abraham Unger, Robert Sean Leonard, David Quinn, Geoffrey Nauffts",A high school prodigy builds an atomic bomb with stolen plutonium to win the 45th National Science Fair and expose a nuclear weapons lab posing as nuclear medicine in Ithaca NY.,6.2,5133,18000000.0,3900000.0,3900000.0,61.0,42.0,22.0
21975,tt0091474,Manhunter,Manhunter,1986,1989-08-18,"Crime, Horror, Mystery",120,USA,English,Michael Mann,"Thomas Harris, Michael Mann",De Laurentiis Entertainment Group (DEG),"William Petersen, Kim Greist, Joan Allen, Brian Cox, Dennis Farina, Tom Noonan, Stephen Lang, David Seaman, Benjamin Hendrickson, Michael Talbott, Dan Butler, Michele Shay, Robin Moseley, Paul Perri, Patricia Charbonneau","Former F.B.I. profiler Will Graham (William Petersen) returns to service to pursue a deranged serial killer named ""the Tooth Fairy"" (Tom Noonan) by the media.",7.2,60839,15000000.0,8620929.0,8620929.0,75.0,487.0,147.0
21981,tt0091499,Maximum Overdrive,Maximum Overdrive,1986,1986-07-25,"Action, Comedy, Horror",98,USA,English,Stephen King,"Stephen King, Stephen King",De Laurentiis Entertainment Group (DEG),"Emilio Estevez, Pat Hingle, Laura Harrington, Yeardley Smith, John Short, Ellen McElduff, J.C. Quinn, Christopher Murney, Holter Graham, Frankie Faison, Pat Miller, Jack Canon, Larry Parks, John Brasington, J. Don Ferguson",A group of people try to survive when machines start to come alive and become homicidal.,5.5,28265,10000000.0,7433663.0,7433663.0,24.0,227.0,103.0
22029,tt0091630,Night of the Creeps,Night of the Creeps,1986,1986-08-22,"Comedy, Horror, Sci-Fi",88,USA,English,Fred Dekker,Fred Dekker,TriStar Pictures,"Jason Lively, Steve Marshall, Jill Whitlow, Tom Atkins, Wally Taylor, Bruce Solomon, Vic Polizos, Allan Kayser, Ken Heron, Alice Cadogan, June Harris, David Paymer, David Oliver, Evelyne Smith, Ivan E. Roth","Alien brain parasites, entering humans through the mouth, turn their host into a killing zombie. Some teenagers start to fight against them.",6.8,18961,5000000.0,591366.0,591366.0,62.0,148.0,173.0
22067,tt0091738,Peggy Sue Got Married,Peggy Sue Got Married,1986,1987-03-06,"Comedy, Drama, Fantasy",103,USA,English,Francis Ford Coppola,"Jerry Leichtling, Arlene Sarner",TriStar Pictures,"Kathleen Turner, Nicolas Cage, Barry Miller, Catherine Hicks, Joan Allen, Kevin J. O'Connor, Jim Carrey, Lisa Jane Persky, Lucinda Jenney, Wil Shriner, Barbara Harris, Don Murray, Sofia Coppola, Maureen O'Sullivan, Leon Ames","Peggy Sue faints at a high school reunion. When she wakes up, she finds herself in her own past, just before she finished school.",6.3,30836,18000000.0,41382841.0,41382841.0,74.0,108.0,46.0
22079,tt0091778,Poltergeist II: The Other Side,Poltergeist II: The Other Side,1986,1986-09-19,Horror,91,USA,English,Brian Gibson,"Mark Victor, Michael Grais",Freddie Fields Productions,"JoBeth Williams, Craig T. Nelson, Heather O'Rourke, Oliver Robins, Zelda Rubinstein, Will Sampson, Julian Beck, Geraldine Fitzgerald, John P. Whitecloud, Noble Craig, Susan Peretz, Helen Boll, Kelly Jean Peters, Jaclyn Bernstein, Robert Lesser","The Freeling family have a new house, but their troubles with supernatural forces don't seem to be over.",5.7,23377,19000000.0,40996665.0,40996665.0,49.0,127.0,90.0
22083,tt0091790,Pretty in Pink,Pretty in Pink,1986,1986-08-29,"Comedy, Drama, Romance",97,USA,English,Howard Deutch,John Hughes,Paramount Pictures,"Molly Ringwald, Harry Dean Stanton, Jon Cryer, Annie Potts, James Spader, Andrew McCarthy, Jim Haynie, Alexa Kenin, Kate Vernon, Andrew Dice Clay, Emily Longstreth, Margaret Colin, Jamie Anders, Gina Gershon, Bader Howar",A poor girl must choose between the affections of dating her childhood sweetheart or a rich but sensitive playboy.,6.8,69296,9000000.0,40471663.0,40471663.0,57.0,167.0,81.0
22106,tt0091860,River's Edge,River's Edge,1986,1987-05-08,"Crime, Drama",99,USA,English,Tim Hunter,Neal Jimenez,Hemdale,"Crispin Glover, Keanu Reeves, Ione Skye, Daniel Roebuck, Dennis Hopper, Joshua John Miller, Roxana Zal, Josh Richman, Phillip Brock, Tom Bower, Constance Forslund, Leo Rossi, Jim Metzler, Tammy Smith, Danyi Deats","A high school slacker commits a shocking act and proceeds to let his friends in on the secret. However, the friends' reaction is almost as ambiguous and perplexing as the crime itself.",7.0,14703,1900000.0,4600000.0,4600000.0,73.0,124.0,51.0
22113,tt0091877,Ruthless People,Ruthless People,1986,1987-01-09,"Comedy, Crime",93,USA,English,"Jim Abrahams, David Zucker",Dale Launer,Touchstone Pictures,"Danny DeVito, Bette Midler, Judge Reinhold, Helen Slater, Anita Morris, Bill Pullman, William G. Schilling, Art Evans, Clarence Felder, J.E. Freeman, Gary Riley, Phyllis Applegate, Jeannine Bisignano, J.P. Bumstead, Jon Cutler","A couple, cheated by a vile businessman, kidnap his wife in retaliation, without knowing that their enemy is delighted they did.",6.9,24452,13000000.0,71624879.0,71624879.0,78.0,81.0,29.0
22135,tt0091939,She's Gotta Have It,She's Gotta Have It,1986,1986-08-08,"Comedy, Romance",84,USA,English,Spike Lee,"Spike Lee, Zora Neale Hurston",40 Acres & A Mule Filmworks,"Tracy Camilla Johns, Tommy Redmond Hicks, John Canada Terrell, Spike Lee, Raye Dowell, Joie Lee, S. Epatha Merkerson, Bill Lee, Cheryl Burr, Aaron Dugger, Stephanie Covington, Renata Cobbs, Cheryl D. Singleton, Monty Ross, Tiziano Cortini",Story of a woman and her three lovers.,6.7,8491,175000.0,7137502.0,7137502.0,79.0,32.0,43.0
22138,tt0091949,Short Circuit,Short Circuit,1986,1987-07-24,"Comedy, Family, Sci-Fi",98,USA,English,John Badham,"S.S. Wilson, Brent Maddock",TriStar Pictures,"Ally Sheedy, Steve Guttenberg, Fisher Stevens, Austin Pendleton, G.W. Bailey, Brian McNamara, Tim Blaney, Marvin J. McIntyre, John Garber, Penny Santon, Vernon Weddle, Barbara Tarbuck, Tom Lawrence, Fred Slyter, Billy Ray Sharkey","Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes.",6.7,53322,9000000.0,40697761.0,40697761.0,50.0,103.0,48.0
22154,tt0091993,SpaceCamp,SpaceCamp,1986,1986-06-06,"Adventure, Family, Sci-Fi",107,USA,English,Harry Winer,"Clifford Green, Casey T. Mitchell",ABC Motion Pictures,"Kate Capshaw, Lea Thompson, Kelly Preston, Larry B. Scott, Joaquin Phoenix, Tate Donovan, Tom Skerritt, Barry Primus, Terry O'Quinn, Mitchell Anderson, Scott Coffey, Daryl Keith Roach, Peter Scranton, Hollye Rebecca Suggs, Terry White",The young attendees of a space camp find themselves in space for real when their shuttle is accidentally launched into orbit.,5.7,12372,18000000.0,9697739.0,9697739.0,40.0,59.0,23.0
22157,tt0092005,Stand by Me,Stand by Me,1986,1987-03-27,"Adventure, Drama",89,USA,English,Rob Reiner,"Stephen King, Raynold Gideon",Columbia Pictures,"Wil Wheaton, River Phoenix, Corey Feldman, Jerry O'Connell, Kiefer Sutherland, Casey Siemaszko, Gary Riley, Bradley Gregg, Jason Oliver Lipsett, Marshall Bell, Frances Lee McCain, Bruce Kirby, William Bronder, Scott Beach, Richard Dreyfuss","After the death of one of his friends, a writer recounts a boyhood journey with his friends to find the body of a missing boy.",8.1,341149,8000000.0,52287414.0,52287414.0,75.0,665.0,127.0
22175,tt0092076,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,1986,1986-08-22,"Comedy, Horror",101,USA,English,Tobe Hooper,"L.M. Kit Carson, Tobe Hooper",Cannon Films,"Dennis Hopper, Caroline Williams, Jim Siedow, Bill Moseley, Bill Johnson, Ken Evert, Harlan Jordan, Kirk Sisco, James N. Harrell, Lou Perryman, Barry Kinyon, Chris Douridas, Judy Kelly, John Martin Ivey, Kinky Friedman",A radio host is victimized by the cannibal family as a former Texas Marshall hunts them.,5.6,25598,4700000.0,8025872.0,8025872.0,42.0,276.0,148.0
22181,tt0092099,Top Gun,Top Gun,1986,1986-10-10,"Action, Drama",110,USA,English,Tony Scott,"Jim Cash, Jack Epps Jr.",Paramount Pictures,"Tom Cruise, Kelly McGillis, Val Kilmer, Anthony Edwards, Tom Skerritt, Michael Ironside, John Stockwell, Barry Tubb, Rick Rossovich, Tim Robbins, Clarence Gilyard Jr., Whip Hubley, James Tolkan, Meg Ryan, Adrian Pasdar","As students at the United States Navy's elite fighter weapons school compete to be best in the class, one daring young pilot learns a few things from a civilian instructor that are not taught in the classroom.",6.9,269793,15000000.0,179800601.0,356830601.0,50.0,455.0,181.0
22255,tt0092513,Adventures in Babysitting,Adventures in Babysitting,1987,1988-02-19,"Adventure, Comedy, Crime",102,USA,English,Chris Columbus,David Simkins,Touchstone Pictures,"Elisabeth Shue, Maia Brewton, Keith Coogan, Anthony Rapp, Calvin Levels, Vincent D'Onofrio, Penelope Ann Miller, George Newbern, John Ford Noonan, Bradley Whitford, Ron Canada, John Davis Chandler, Dan Ziskie, Allan Aarons, Marcia Bennett",A babysitter must battle her way through the big city after being stranded there with the kids she's looking after.,6.9,34804,7000000.0,34368475.0,34368475.0,45.0,140.0,53.0
22292,tt0092618,Barfly,Barfly,1987,1988-07-08,"Comedy, Drama, Romance",100,USA,English,Barbet Schroeder,Charles Bukowski,Golan-Globus Productions,"Mickey Rourke, Faye Dunaway, Alice Krige, Jack Nance, J.C. Quinn, Frank Stallone, Sandy Martin, Roberta Bassin, Gloria LeRoy, Joe Unger, Harry Cohn, Pruitt Taylor Vince, Joe Rice, Julie 'Sunny' Pearson, Donald L. Norden","Based on the life of successful poet Charles Bukowski and his exploits in Hollywood during the 60s, 70s, and 80s.",7.3,17627,3000000.0,3221568.0,3221568.0,70.0,91.0,68.0
22304,tt0092644,Beverly Hills Cop II,Beverly Hills Cop II,1987,1987-10-09,"Action, Comedy, Crime",100,USA,English,Tony Scott,"Danilo Bach, Daniel Petrie Jr.",Paramount Pictures,"Eddie Murphy, Judge Reinhold, Jürgen Prochnow, Ronny Cox, John Ashton, Brigitte Nielsen, Allen Garfield, Dean Stockwell, Paul Reiser, Gilbert R. Hill, Paul Guilfoyle, Robert Ridgely, Brian Edward O'Connor, Alice Adair, Eugene Butler","Axel Foley returns to Beverly Hills to help Taggart and Rosewood investigate Chief Bogomil's near-fatal shooting and the series of ""alphabet crimes"" associated with it.",6.5,100486,28000000.0,153665036.0,299965036.0,48.0,108.0,51.0
22313,tt0092666,Blind Date,Blind Date,1987,1987-08-14,"Comedy, Romance",95,USA,English,Blake Edwards,Dale Launer,TriStar Pictures,"Kim Basinger, Bruce Willis, John Larroquette, William Daniels, George Coe, Mark Blum, Phil Hartman, Stephanie Faracy, Alice Hirson, Graham Stark, Joyce Van Patten, Jeannie Elias, Herb Tanney, Georgann Johnson, Sab Shimono","A workaholic needs a date for a dinner with new important clientele, but who his brother sets him up with could lead to disaster.",6.0,19580,18000000.0,39321715.0,39337581.0,49.0,53.0,40.0
22319,tt0092675,Bloodsport,Bloodsport,1988,1988-04-29,"Action, Biography, Drama",92,USA,English,Newt Arnold,"Sheldon Lettich, Sheldon Lettich",Cannon International,"Jean-Claude Van Damme, Donald Gibb, Leah Ayres, Norman Burton, Forest Whitaker, Roy Chiao, Philip Chan, Pierre Rafini, Bolo Yeung, Ken Siu, Kimo Lai Kwok Ki, Bernard Mariano, Bill Yuen Ping Kuen, Shun-Yin Leung, Joshua Schroder","Follows Frank Dux, an American martial artist serving in the military, who decides to leave the army to compete in a martial arts tournament in Hong Kong where fights to the death can occur.",6.8,70874,1100000.0,11806119.0,11806119.0,29.0,238.0,84.0
22366,tt0092796,Creepshow 2,Creepshow 2,1987,1988-02-05,"Comedy, Fantasy, Horror",92,USA,English,Michael Gornick,"Stephen King, George A. Romero",New World Pictures,"Domenick John, Tom Savini, George Kennedy, Philip Dore, Maltby Napoleon, Tyrone Tonto, Dorothy Lamour, Frank Salsedo, Holt McCallany, David Holbrook, Don Harvey, Dan Kamin, Dean Smith, Shirley Sonderegger, Paul Satterfield","Three more bone-chilling tales that include a vengeful wooden Native American, a monstrous blob in a lake, and a hitchhiker who wants revenge and will not die.",6.1,20655,3500000.0,14000000.0,14000000.0,39.0,135.0,121.0
22393,tt0092857,Death Wish 4: The Crackdown,Death Wish 4: The Crackdown,1987,1988-06-10,"Action, Crime, Drama",99,USA,English,J. Lee Thompson,"Brian Garfield, Gail Morgan Hickman",Cannon Group,"Charles Bronson, Kay Lenz, John P. Ryan, Perry Lopez, George Dickerson, Soon-Tek Oh, Dana Barron, Jesse Dabson, Peter Sherayko, James Purcell, Michael Russo, Danny Trejo, Daniel Sabia, Mike Moroff, Dan Ferro",Architect/vigilante Paul Kersey takes on the members of a vicious Los Angeles drug cartel to stop the flow of drugs after his girlfriend's daughter dies from an overdose.,5.4,8167,5000000.0,6880310.0,6880310.0,46.0,96.0,60.0
22405,tt0092890,Dirty Dancing,Dirty Dancing,1987,1987-11-06,"Drama, Music, Romance",100,USA,English,Emile Ardolino,Eleanor Bergstein,Great American Films Limited Partnership,"Jennifer Grey, Patrick Swayze, Jerry Orbach, Cynthia Rhodes, Jack Weston, Jane Brucker, Kelly Bishop, Lonny Price, Max Cantor, Charles 'Honi' Coles, Neal Jones, 'Cousin Brucie' Morrow, Wayne Knight, Paula Trueman, Alvin Myerovich","Spending the summer at a Catskills resort with her family, Frances ""Baby"" Houseman falls in love with the camp's dance instructor, Johnny Castle.",7.0,182483,6000000.0,64577242.0,217688008.0,65.0,443.0,104.0
22418,tt0092925,Dragnet,Dragnet,1987,1988-03-18,"Comedy, Crime",106,USA,English,Tom Mankiewicz,"Dan Aykroyd, Alan Zweibel",Applied Action,"Dan Aykroyd, Tom Hanks, Christopher Plummer, Harry Morgan, Alexandra Paul, Jack O'Halloran, Elizabeth Ashley, Dabney Coleman, Kathleen Freeman, Bruce Gray, Lenka Peterson, Julia Jennings, Lisa Aliff, Joe Altmark, Nina Arvesen","The equally-straight-laced and ""by the book"" nephew of Joe Friday must work with his more laid-back partner to solve a mystery.",6.0,29970,20000000.0,57387516.0,66673516.0,62.0,88.0,44.0
22435,tt0092974,Ernest Goes to Camp,Ernest Goes to Camp,1987,1987-05-22,"Comedy, Family",92,USA,English,John R. Cherry III,"John R. Cherry III, Coke Sams",Emshell Producers,"Jim Varney, Victoria Racimo, John Vernon, Iron Eyes Cody, Lyle Alzado, Gailard Sartain, Daniel Butler, Patrick Day, Scott Menville, Jacob Vargas, Danny Capri, Hakeem Abdul-Samad, Todd Loyd, Andrew Woodworth, Richard Speight Jr.","Ernest, a lovable loser who works as a summer camp handyman and dreams of becoming a guidance councilor, must find a way to inspire a group of juvenile delinquents as well as stop a shady strip mining company from closing the camp.",5.5,10387,3000000.0,23509382.0,23509382.0,24.0,47.0,12.0
22446,tt0093010,Fatal Attraction,Fatal Attraction,1987,1988-01-15,"Drama, Thriller",119,USA,English,Adrian Lyne,"James Dearden, James Dearden",Paramount Pictures,"Michael Douglas, Glenn Close, Anne Archer, Ellen Latzen, Stuart Pankin, Ellen Foley, Fred Gwynne, Meg Mundy, Tom Brennan, Lois Smith, Mike Nussbaum, J.J. Johnston, Michael Arkin, Sam Coppola, Eunice Prewitt",A married man's one-night stand comes back to haunt him when that lover begins to stalk him and his family.,6.9,69515,14000000.0,156645693.0,320145693.0,67.0,231.0,108.0
22467,tt0093072,The Garbage Pail Kids Movie,The Garbage Pail Kids Movie,1987,1987-08-22,"Adventure, Comedy, Family",100,USA,English,Rod Amateau,"Linda Palmer, Rod Amateau",Atlantic Entertainment Group,"Phil Fondacaro, Anthony Newley, Mackenzie Astin, Katie Barberi, Ron MacLachlan, J.P. Amateau, Marjory Graue, Debbie Lee Carrington, Kevin Thompson, Bobby Bell, Larry Green, Arturo Gil, Susan Rossitto, John Cade, Lynn Cartwright",Dodger must confront the struggles of life as he is visited by the Garbage Pail Kids and intimidated by some older bullies.,2.6,7139,1000000.0,1576615.0,1576615.0,1.0,116.0,43.0
22481,tt0093105,"Good Morning, Vietnam","Good Morning, Vietnam",1987,1988-09-30,"Biography, Comedy, Drama",121,USA,English,Barry Levinson,Mitch Markowitz,Touchstone Pictures,"Robin Williams, Forest Whitaker, Tung Thanh Tran, Chintara Sukapatana, Bruno Kirby, Robert Wuhl, J.T. Walsh, Noble Willingham, Richard Edson, Juney Smith, Richard Portnow, Floyd Vivino, Cu Ba Nguyen, Dan Stanton, Don Stanton","In 1965, an unorthodox and irreverent DJ named",7.3,118545,13000000.0,123922370.0,123922370.0,67.0,146.0,66.0
22501,tt0093148,Harry and the Hendersons,Harry and the Hendersons,1987,1987-12-11,"Comedy, Family, Fantasy",110,USA,English,William Dear,"William Dear, Bill Martin",Amblin Entertainment,"John Lithgow, Melinda Dillon, Margaret Langrick, Joshua Rudoy, Kevin Peter Hall, David Suchet, Lainie Kazan, Don Ameche, M. Emmet Walsh, William Ontiveros, David Richardt, Jacqueline Moscou, Laura Kenny, Richard Arnold, Sean Morgan",The Henderson family adopt a friendly Sasquatch but have a hard time trying to keep the legend of 'Bigfoot' a secret.,6.0,29328,10000000.0,29760613.0,49998613.0,42.0,48.0,28.0
22516,tt0093186,Hiding Out,Hiding Out,1987,1987-11-06,"Comedy, Drama, Romance",98,USA,English,Bob Giraldi,"Joe Menosky, Jeff Rothberg",De Laurentiis Entertainment Group (DEG),"Jon Cryer, Keith Coogan, Annabeth Gish, Oliver Cotton, Claude Brooks, Tim Quill, Alexandra Auder, Tony Soper, Ned Eisenberg, Marita Geraghty, Steven Small, Johnny Walker, John Spencer, Gretchen Cryer, Anne Pitoniak",A stockbroker on the run from the mob decides to hide out from them by enrolling as a student in high school.,6.5,2976,7000000.0,7019441.0,7019441.0,47.0,30.0,14.0
